coordinates, output, route, battery
(41.0, 36.0), 60.96696147, (41.0, 23.0), (49.0, 23.0)
(4.0, 3.0), 45.9393011, (4.0, 3.0), (42.0, 3.0)
(15.0, 4.0), 70.02856894, (15.0, 3.0), (42.0, 3.0)
(37.0, 47.0), 26.27681146, (37.0, 12.0), (38.0, 12.0)
(8.0, 3.0), 31.03872389, (8.0, 3.0), (42.0, 3.0)
(30.0, 4.0), 29.51140333, (30.0, 3.0), (42.0, 3.0)
(11.0, 10.0), 63.87594515, (11.0, 12.0), (38.0, 12.0)
(4.0, 38.0), 28.04976611, (4.0, 12.0), (38.0, 12.0)
(47.0, 16.0), 31.4973607, (47.0, 13.0), (43.0, 13.0)
(1.0, 18.0), 45.25994244, (1.0, 12.0), (38.0, 12.0)
(30.0, 16.0), 49.93687743, (30.0, 12.0), (38.0, 12.0)
(21.0, 42.0), 65.6434655, (21.0, 12.0), (38.0, 12.0)
(9.0, 50.0), 38.5524821, (9.0, 12.0), (38.0, 12.0)
(0.0, 16.0), 48.15325636, (0.0, 12.0), (38.0, 12.0)
(45.0, 1.0), 59.63813712, (45.0, 3.0), (42.0, 3.0)
(9.0, 44.0), 44.14228862, (9.0, 12.0), (38.0, 12.0)
(44.0, 27.0), 28.73871494, (44.0, 23.0), (49.0, 23.0)
(48.0, 50.0), 35.97663002, (48.0, 23.0), (49.0, 23.0)
(5.0, 13.0), 57.19809379, (5.0, 12.0), (38.0, 12.0)
(46.0, 42.0), 66.07952654, (46.0, 23.0), (49.0, 23.0)
(2.0, 12.0), 75.8473443, (2.0, 12.0), (38.0, 12.0)
(31.0, 18.0), 38.85647001, (31.0, 12.0), (38.0, 12.0)
(45.0, 24.0), 31.97506792, (45.0, 23.0), (49.0, 23.0)
(5.0, 9.0), 38.37311881, (5.0, 12.0), (38.0, 12.0)
(40.0, 39.0), 40.72933179, (40.0, 23.0), (49.0, 23.0)
(3.0, 9.0), 53.27408283, (3.0, 12.0), (38.0, 12.0)
(18.0, 15.0), 57.15314373, (18.0, 12.0), (38.0, 12.0)
(13.0, 28.0), 56.14106998, (13.0, 12.0), (38.0, 12.0)
(50.0, 3.0), 60.5787997, (50.0, 3.0), (42.0, 3.0)
(15.0, 50.0), 47.17876571, (15.0, 12.0), (38.0, 12.0)
(25.0, 5.0), 55.93567156, (25.0, 3.0), (42.0, 3.0)
(25.0, 40.0), 67.70113184, (25.0, 12.0), (38.0, 12.0)
(32.0, 9.0), 32.56142196, (32.0, 12.0), (38.0, 12.0)
(18.0, 28.0), 55.75694271, (18.0, 12.0), (38.0, 12.0)
(43.0, 14.0), 59.68412189, (43.0, 13.0), (43.0, 13.0)
(43.0, 39.0), 30.57764452, (43.0, 23.0), (49.0, 23.0)
(29.0, 22.0), 56.03511409, (29.0, 12.0), (38.0, 12.0)
(21.0, 27.0), 38.69411298, (21.0, 12.0), (38.0, 12.0)
(18.0, 33.0), 64.25056806, (18.0, 12.0), (38.0, 12.0)
(11.0, 38.0), 74.82543524, (11.0, 12.0), (38.0, 12.0)
(16.0, 41.0), 34.78697213, (16.0, 12.0), (38.0, 12.0)
(21.0, 44.0), 46.65642768, (21.0, 12.0), (38.0, 12.0)
(19.0, 40.0), 60.03957103, (19.0, 12.0), (38.0, 12.0)
(37.0, 35.0), 29.26065385, (37.0, 12.0), (38.0, 12.0)
(10.0, 47.0), 70.68631843, (10.0, 12.0), (38.0, 12.0)
(0.0, 34.0), 74.53947279, (0.0, 12.0), (38.0, 12.0)
(10.0, 39.0), 46.25506287, (10.0, 12.0), (38.0, 12.0)
(30.0, 31.0), 33.30314048, (30.0, 12.0), (38.0, 12.0)
(47.0, 50.0), 70.41480105, (47.0, 23.0), (49.0, 23.0)
(39.0, 43.0), 39.37298309, (39.0, 23.0), (49.0, 23.0)
(39.0, 19.0), 64.25603513, (39.0, 12.0), (38.0, 12.0)
(33.0, 11.0), 66.45865072, (33.0, 12.0), (38.0, 12.0)
(24.0, 18.0), 38.3766668, (24.0, 12.0), (38.0, 12.0)
(42.0, 47.0), 26.65336877, (42.0, 23.0), (49.0, 23.0)
(18.0, 32.0), 32.63123071, (18.0, 12.0), (38.0, 12.0)
(5.0, 37.0), 68.63304898, (5.0, 12.0), (38.0, 12.0)
(29.0, 30.0), 62.33504063, (29.0, 12.0), (38.0, 12.0)
(34.0, 50.0), 41.71675352, (34.0, 12.0), (38.0, 12.0)
(44.0, 33.0), 51.84271486, (44.0, 23.0), (49.0, 23.0)
(28.0, 3.0), 29.90737428, (28.0, 3.0), (42.0, 3.0)
(3.0, 7.0), 58.40033018, (3.0, 12.0), (38.0, 12.0)
(7.0, 25.0), 38.50460131, (7.0, 12.0), (38.0, 12.0)
(28.0, 15.0), 37.81128037, (28.0, 12.0), (38.0, 12.0)
(46.0, 38.0), 73.40226925, (46.0, 23.0), (49.0, 23.0)
(38.0, 21.0), 33.56390131, (38.0, 12.0), (38.0, 12.0)
(26.0, 37.0), 33.96614241, (26.0, 12.0), (38.0, 12.0)
(15.0, 46.0), 63.30973309, (15.0, 12.0), (38.0, 12.0)
(39.0, 35.0), 26.81272998, (39.0, 23.0), (49.0, 23.0)
(21.0, 11.0), 47.29043731, (21.0, 12.0), (38.0, 12.0)
(1.0, 24.0), 54.40644245, (1.0, 12.0), (38.0, 12.0)
(20.0, 3.0), 67.12368936, (20.0, 3.0), (42.0, 3.0)
(31.0, 15.0), 39.85726456, (31.0, 12.0), (38.0, 12.0)
(9.0, 23.0), 29.43663895, (9.0, 12.0), (38.0, 12.0)
(42.0, 40.0), 41.46231813, (42.0, 23.0), (49.0, 23.0)
(38.0, 18.0), 69.53106382, (38.0, 12.0), (38.0, 12.0)
(27.0, 13.0), 72.11411933, (27.0, 12.0), (38.0, 12.0)
(34.0, 8.0), 41.23924682, (34.0, 12.0), (38.0, 12.0)
(16.0, 3.0), 33.61818802, (16.0, 3.0), (42.0, 3.0)
(20.0, 34.0), 44.9319234, (20.0, 12.0), (38.0, 12.0)
(38.0, 24.0), 50.53984719, (38.0, 12.0), (38.0, 12.0)
(30.0, 25.0), 63.13649746, (30.0, 12.0), (38.0, 12.0)
(50.0, 49.0), 38.24420236, (50.0, 23.0), (49.0, 23.0)
(24.0, 30.0), 76.1538049, (24.0, 12.0), (38.0, 12.0)
(4.0, 5.0), 43.28587772, (4.0, 3.0), (42.0, 3.0)
(29.0, 7.0), 60.8375359, (29.0, 12.0), (38.0, 12.0)
(36.0, 41.0), 29.1671214, (36.0, 12.0), (38.0, 12.0)
(42.0, 34.0), 43.0013272, (42.0, 23.0), (49.0, 23.0)
(19.0, 3.0), 70.34144168, (19.0, 3.0), (42.0, 3.0)
(24.0, 24.0), 52.07076394, (24.0, 12.0), (38.0, 12.0)
(24.0, 36.0), 63.12900053, (24.0, 12.0), (38.0, 12.0)
(4.0, 0.0), 29.86780761, (4.0, 3.0), (42.0, 3.0)
(19.0, 33.0), 66.97873982, (19.0, 12.0), (38.0, 12.0)
(22.0, 14.0), 42.32972013, (22.0, 12.0), (38.0, 12.0)
(37.0, 6.0), 30.41692196, (37.0, 12.0), (38.0, 12.0)
(33.0, 24.0), 74.26615041, (33.0, 12.0), (38.0, 12.0)
(39.0, 14.0), 49.16852893, (39.0, 12.0), (38.0, 12.0)
(21.0, 48.0), 71.35472201, (21.0, 12.0), (38.0, 12.0)
(22.0, 17.0), 66.78438663, (22.0, 12.0), (38.0, 12.0)
(26.0, 27.0), 56.65609954, (26.0, 12.0), (38.0, 12.0)
(10.0, 27.0), 26.19979919, (10.0, 12.0), (38.0, 12.0)
