coordinates, output, route, battery, cost
<<<<<<< HEAD
(9.0, 11.0), 52.8088529, (9.0, 11.0), (32.0, 11.0), 207.0
(15.0, 10.0), 54.53006205, (15.0, 11.0), (32.0, 11.0), 162.0
(6.0, 22.0), 46.51627586, (6.0, 35.0), (3.0, 35.0), 144.0
(41.0, 44.0), 45.29702228, (41.0, 34.0), (18.0, 34.0), 297.0
(26.0, 41.0), 47.09131203, (26.0, 34.0), (18.0, 34.0), 135.0
(15.0, 15.0), 45.31733653, (15.0, 11.0), (32.0, 11.0), 189.0
(24.0, 32.0), 50.16548949, (24.0, 34.0), (18.0, 34.0), 72.0
(41.0, 12.0), 52.38040091, (41.0, 11.0), (32.0, 11.0), 90.0
(29.0, 25.0), 47.58049297, (29.0, 11.0), (32.0, 11.0), 153.0
(39.0, 27.0), 52.05437525, (39.0, 11.0), (32.0, 11.0), 207.0
(50.0, 35.0), 54.12515118, (50.0, 34.0), (18.0, 34.0), 297.0
(0.0, 4.0), 45.16959822, (0.0, 35.0), (3.0, 35.0), 306.0
(45.0, 2.0), 53.48855448, (45.0, 1.0), (41.0, 1.0), 45.0
(29.0, 7.0), 50.91041056, (29.0, 11.0), (32.0, 11.0), 63.0
(10.0, 24.0), 53.76285577, (10.0, 34.0), (18.0, 34.0), 162.0
(46.0, 4.0), 47.6825473, (46.0, 1.0), (41.0, 1.0), 72.0
(17.0, 12.0), 45.61104522, (17.0, 11.0), (32.0, 11.0), 144.0
(33.0, 3.0), 53.3512745, (33.0, 11.0), (32.0, 11.0), 81.0
(36.0, 14.0), 51.58057128, (36.0, 11.0), (32.0, 11.0), 63.0
(8.0, 44.0), 50.30256407, (8.0, 35.0), (3.0, 35.0), 126.0
(48.0, 47.0), 53.26904882, (48.0, 34.0), (18.0, 34.0), 387.0
(22.0, 34.0), 46.65187897, (22.0, 34.0), (18.0, 34.0), 36.0
(31.0, 37.0), 51.54326497, (31.0, 34.0), (18.0, 34.0), 144.0
(19.0, 47.0), 50.38289294, (19.0, 34.0), (18.0, 34.0), 126.0
(20.0, 28.0), 53.12331423, (20.0, 34.0), (18.0, 34.0), 72.0
(20.0, 5.0), 48.31035497, (20.0, 11.0), (32.0, 11.0), 162.0
(19.0, 22.0), 51.79628813, (19.0, 34.0), (18.0, 34.0), 117.0
(6.0, 43.0), 53.95936785, (6.0, 35.0), (3.0, 35.0), 99.0
(2.0, 50.0), 49.52760828, (2.0, 35.0), (3.0, 35.0), 144.0
(8.0, 20.0), 46.13662116, (8.0, 35.0), (3.0, 35.0), 180.0
(40.0, 8.0), 45.17557463, (40.0, 1.0), (41.0, 1.0), 72.0
(34.0, 47.0), 51.57104914, (34.0, 34.0), (18.0, 34.0), 261.0
(0.0, 46.0), 50.20207187, (0.0, 35.0), (3.0, 35.0), 126.0
(37.0, 21.0), 54.7990422, (37.0, 11.0), (32.0, 11.0), 135.0
(14.0, 15.0), 53.34058355, (14.0, 11.0), (32.0, 11.0), 198.0
(44.0, 40.0), 46.43816048, (44.0, 34.0), (18.0, 34.0), 288.0
(0.0, 24.0), 48.72125695, (0.0, 35.0), (3.0, 35.0), 126.0
(3.0, 23.0), 53.08724525, (3.0, 35.0), (3.0, 35.0), 108.0
(17.0, 37.0), 53.63429606, (17.0, 34.0), (18.0, 34.0), 36.0
(42.0, 45.0), 49.54607954, (42.0, 34.0), (18.0, 34.0), 315.0
(9.0, 40.0), 54.56844455, (9.0, 35.0), (3.0, 35.0), 99.0
(37.0, 5.0), 47.92097158, (37.0, 1.0), (41.0, 1.0), 72.0
(1.0, 30.0), 48.43719875, (1.0, 35.0), (3.0, 35.0), 63.0
(10.0, 3.0), 50.74878243, (10.0, 11.0), (32.0, 11.0), 270.0
(36.0, 44.0), 47.56339729, (36.0, 34.0), (18.0, 34.0), 252.0
(6.0, 0.0), 47.77817151, (6.0, 1.0), (41.0, 1.0), 324.0
(30.0, 5.0), 45.25109877, (30.0, 11.0), (32.0, 11.0), 72.0
(3.0, 16.0), 53.54773542, (3.0, 35.0), (3.0, 35.0), 171.0
(43.0, 30.0), 47.97674042, (43.0, 34.0), (18.0, 34.0), 261.0
(2.0, 35.0), 52.57995149, (2.0, 35.0), (3.0, 35.0), 9.0
(30.0, 29.0), 47.67000862, (30.0, 34.0), (18.0, 34.0), 153.0
(29.0, 16.0), 48.94518723, (29.0, 11.0), (32.0, 11.0), 72.0
(36.0, 8.0), 51.83878558, (36.0, 11.0), (32.0, 11.0), 63.0
(25.0, 39.0), 47.71839737, (25.0, 34.0), (18.0, 34.0), 108.0
(18.0, 39.0), 48.74438962, (18.0, 34.0), (18.0, 34.0), 45.0
(4.0, 35.0), 48.22881096, (4.0, 35.0), (3.0, 35.0), 9.0
(6.0, 2.0), 48.23526882, (6.0, 11.0), (32.0, 11.0), 315.0
(14.0, 18.0), 51.07946117, (14.0, 34.0), (18.0, 34.0), 180.0
(35.0, 24.0), 48.82801588, (35.0, 11.0), (32.0, 11.0), 144.0
(20.0, 41.0), 46.27510427, (20.0, 34.0), (18.0, 34.0), 81.0
(29.0, 11.0), 47.73944395, (29.0, 11.0), (32.0, 11.0), 27.0
=======
(3.0, 44.0), 52.14124124, (3.0, 45.0), (3.0, 45.0), 9.0
(22.0, 46.0), 62.43058175, (22.0, 45.0), (3.0, 45.0), 180.0
(17.0, 11.0), 62.14055349, (17.0, 12.0), (38.0, 12.0), 198.0
(24.0, 22.0), 66.13020717, (24.0, 12.0), (38.0, 12.0), 216.0
(19.0, 38.0), 46.4333204, (19.0, 45.0), (3.0, 45.0), 207.0
(34.0, 47.0), 53.97543253, (34.0, 45.0), (3.0, 45.0), 297.0
(49.0, 44.0), 39.82123377, (49.0, 12.0), (38.0, 12.0), 387.0
(19.0, 4.0), 52.43116675, (19.0, 12.0), (38.0, 12.0), 243.0
>>>>>>> 2e77b721fb32f2a73b01b501b804f3054177e8c6
